id,english,japanese
1330,circumstance,状況
1331,fetch,～を取って来る
1332,distribute,～を分配する
1333,purchase,～を購入する
1334,statue,像
1335,sculpture,彫刻
1336,myth,神話
1337,craft,工芸（品)
1338,journal,雑誌
1339,encyclopedia,百科事典
1340,heaven,天国
1341,funeral,葬式
1342,soul,魂
1343,priest,神父
1344,faith,信仰
1345,sacred,神聖な
1346,divine,神の
1347,Muslim,イスラム教徒
1348,context,文脈
1349,singular,単数の
1350,command,言語を操る力
1351,instance,例
1352,dialogue,会話
1353,usage,語法
1354,vowel,母音
1355,pronoun,代名詞
1356,accent,訛
1357,outline,～の要点を述べる
1358,remote,辺鄙な
1359,ambition,願望
1360,temper,気性
1361,affection,愛情
1362,enthusiasm,情熱
1363,rage,激怒
1364,incredible,信じられない
1365,chuckle,くすくす笑う
1366,dare,思い切って～する
1367,scream,悲鳴を上げる
1368,soothe,をなだめる
1369,tempt,～を誘惑する
1370,scold,～を叱る
1371,oppress,～を圧迫する
1372,threaten,～を脅かす
1373,mourn,～を嘆く
1374,sacrifice,～を犠牲にする
1375,curse,災いの元
1376,stem,原因である
1377,trigger,～のきっかけになる
1378,consequence,結果
1379,process,過程
1380,resort,訴える
1381,formula,方法
1382,procedure,手続き
1383,extraordinary,並外れた
1384,absolute,絶対的な
1385,overwhelming,圧倒的な
1386,altogether,完全に
1387,entire,すべての
1388,tremendous,すさまじい
1389,sheer,とてつもない～の
1390,partial,部分的な
1391,barely,かろうじて
1392,approximately,おおよそ
1393,frequently,頻繁に
1394,apparently,見たところでは
1395,merely,～にすぎない
1396,nevertheless,それにもかかわらず
1397,somehow,何らかの方法で
1398,thus,それゆえ（に)
1399,afterward(s),その後
1400,on behalf of ～,～を代表して
1401,assert,～と断定する
1402,defy,～に逆らう
1403,condemn,～を非難する
1404,cite,～を引き合いに出す
1405,illustrate,～を説明する
1406,refute,～を論駁する
1407,sue,～を訴える
1408,articulate,をはっきり述べる
1409,version,解釈
1410,advocate,提唱者
1411,breakthrough,飛躍的進歩
1412,evolution,進化
1413,innovation,革新
1414,probe,探査機
1415,fluid,流体
1416,particle,粒子
1417,gravity,重力
1418,hypothesis,仮説
1419,specimen,標本
1420,microbe,微生物
1421,poison,毒
1422,acid,酸性の
1423,toxic,有害な
1424,endeavor,努力
1425,doom,～の運命にある
1426,manufacture,～を製造する
1427,yield,～を産出する
1428,duplicate,～を複製する
1429,assemble,～を組み立てる
1430,mold,～を 作る
1431,coin,～を作り出す
1432,therapy,治療
1433,injection,注射
1434,dose,服用量
1435,sanitation,衛生
1436,germ,細菌
1437,tumor,腫瘍
1438,stroke,卒中
1439,agony,苦痛
1440,plague,疫病
1441,fatigue,疲労
1442,diagnosis,診断
1443,mortality,死亡率
1444,nursing,看護
1445,chronic,慢性の
1446,immune,免疫の
1447,terminal,末期の
1448,sound,健全な
1449,respiratory,呼吸の
1450,choke,息が詰まる
1451,paralyze,～を麻痺させる
1452,prescribe,を処方する
1453,digest,～を消化する
1454,weary,疲れている
1455,nourish,～に栄養を与える
1456,appalling,ぞっとするような
1457,flesh,肉
1458,limb,手足
1459,erect,直立した
1460,spinal,脊椎の
1461,suck,～を吸う
1462,shrug,をすくめる
1463,compensate,に 補償する
1464,abuse,虐待
1465,bias,偏見
1466,prestige,名声
1467,privilege,特権
1468,feat,偉業
1469,dignity,威厳
1470,virtue,美徳
1471,aristocracy,貴族
1472,rebel,反逆者
1473,scheme,〈英〉計画
1474,convention,会議
1475,conference,会議
1476,consent,合意
1477,initiative,新構想
1478,province,州
1479,colony,植民地
1480,frontier,辺境
1481,treaty,条約
1482,tribe,部族
1483,pension,年金
1484,stake,利害関係
1485,coverage,報道
1486,obligation,責務
1487,hygiene,衛生
1488,supervisor,監督者
1489,norm,普通のこと
1490,patent,特許
1491,primitive,原始的な
1492,ethnic,民族の
1493,anonymous,匿名の
1494,metropolitan,大都市の
1495,entitled,権利がある
1496,demographic,人口統計上の
1497,donate,～を寄付する
1498,flourish,栄える
1499,conform,合わせる
1500,comply,従う
1501,legislation,法律
1502,testimony,証言
1503,jury,陪審
1504,legitimate,正当な
1505,enforce,～を施行する
1506,regime,政権
1507,bureaucracy,官僚制度
1508,corruption,腐敗
1509,tyranny,圧政
1510,sanction,制裁
1511,candidate,候補
1512,senator,〈米〉上院議員
1513,ambassador,大使
1514,diplomat,外交官
1515,refugee,難民
1516,ally,同盟国
1517,reign,統治
1518,federal,連邦の
1519,communist,共産主義の
1520,municipal,市の
1521,estate,財産
1522,asset,財産
1523,revenue,歳入
1524,deficit,赤字
1525,commerce,商業
1526,output,生産高
1527,subsidy,補助金
1528,transaction,取り引き
1529,bankrupt,倒産した
1530,monetary,貨幣の
1531,corporation,企業
1532,enterprise,企業
1533,venture,事業
1534,headquarters,本社
1535,personnel,全職員
1536,entrepreneur,起業家
1537,predecessor,前任者
1538,toil,骨折って働く
1539,undertake,を引き受ける
1540,merge,合併する
1541,comprise,～から成る
1542,component,構成要素
1543,framework,枠組
1544,prototype,原型
1545,dimension,側面
1546,margin,余白
1547,excel,優れている
1548,contradict,～と矛盾する
1549,consensus,合意
1550,converse,正反対
1551,inequality,不平等
1552,equivalent,等しい
1553,compatible,適合する
1554,identical,同一の
1555,correspond,一致する
1556,random,無作為の
1557,warrior,戦士
1558,assault,襲撃
1559,troop,軍隊
1560,shield,盾
1561,torture,拷問
1562,dispute,論争
1563,combat,戦闘
1564,tactics,戦術
1565,quarrel,口論する
1566,contend,戦う
1567,slaughter,～を虐殺する
1568,suppress,を鎮圧する
1569,surrender,降伏する
1570,hostile,敵意のある
1571,wreck,残骸
1572,toll,犠牲者
1573,disrupt,をかき乱す
1574,interfere,邪魔する
1575,confront,に立ちふさがる
1576,explode,爆発する
1577,collide,衝突する
1578,nephew,甥
1579,infant,幼児
1580,spouse,配偶者
1581,heir,相続人
1582,folk,人々
1583,peer,同等の人
1584,recipient,受け取る人
1585,navigate,進路を決める
1586,flee,逃亡する
1587,retreat,退く
1588,crawl,這って進む
1589,hover,空中にとどまる
1590,drift,漂う
1591,alter,～を変える
1592,convert,を転換する
1593,overtake,～を追い越す
1594,dispatch,を派遣する
1595,shrink,縮む
1596,wither,しおれる
1597,descend,降下する
1598,accelerate,～を加速する
1599,fluctuate,変動する
1600,distort,～を歪める
1601,crack,割れる
1602,transition,移り変わり
1603,game-changer,革命的なこと
1604,reinforce,～を補強する
1605,foster,を育成する
1606,breakdown,崩壊
1607,collapse,崩壊する
1608,render,をにする
1609,impair,を低下させる
1610,undermine,～を弱める
1611,cope,対処する
1612,tackle,～に取り組む
1613,demolish,を取り壊す
1614,confine,～を閉じ込める
1615,designate,～を指定する
1616,regulate,～を規制する
1617,refrain,控える
1618,prohibit,～を禁じる
1619,halt,～を止める
1620,constraint,制約
1621,stimulate,～を刺激する
1622,animate,～を活気づける
1623,spur,～を駆り立てる
1624,urge,～をせき立てる
1625,compel,に強制する
1626,blur,～をぼやかす
1627,divert,の方向を変える
1628,reverse,～を逆転する
1629,overshadow,～の影を薄くさせる
1630,worsen,～を悪化させる
1631,jeopardize,を危険にさらす
1632,supplement,を補う
1633,pose,～をもたらす
1634,induce,～を引き起こす
1635,betray,～を裏切る
1636,bully,～をいじめる
1637,disregard,～を無視する
1638,squeeze,を搾る
1639,rub,～をこする
1640,smash,～を粉砕する
1641,insert,～を差し込む
1642,detach,を切り離す
1643,withdraw,～を引っ込める
1644,compile,～をまとめる
1645,browse,拾い読みする
1646,manipulate,～を操作する
1647,implement,を実行する
1648,execute,～を遂行する
1649,host,を主催する
1650,mount,～を据え付ける
1651,discharge,～を排出する
1652,drain,～の水を抜く
1653,soak,～を浸す
1654,dip,～をつける
1655,suspend,～を吊るす
1656,extract,～を取り出す
1657,slap,～を平手打ちする
1658,embrace,～を抱擁する
1659,embark,着手する
1660,intervene,介入する
1661,penetrate,～に入り込む
1662,intrude,立ち入る
1663,utilize,～を利用する
1664,embed,～を埋め込む
1665,allocate,～を割り当てる
1666,coordinate,をうまく調整する
1667,blink,まばたきする
1668,spin,ぐるぐる回る
1669,rotate,回転する
1670,scramble,急いで動く
1671,vanish,消える
1672,snap,ポキンと折れる
1673,rattle,ガタガタ鳴る
1674,cease,～しなくなる
1675,haste,急ぐこと
1676,conceal,～を隠す
1677,disguise,～を隠す
1678,deceive,～をだます
1679,neglect,～を怠る
1680,evacuate,～を避難させる
1681,coincide,同時に起きる
1682,prevail,普及している
1683,sustain,を維持する
1684,linger,残る
1685,revive,生き返る
1686,resume,～を再開する
1687,outbreak,発生
1688,inspect,～を検査する
1689,expedition,探検
1690,enroll,入学する
1691,discipline,～を躾ける
1692,tuition,授業料
1693,ethic,倫理
1694,psychology,心理学
1695,astronomy,天文学
1696,archaeologist,考古学者
1697,thesis,論文
1698,dormitory,寮
1699,grasp,～を理解する
1700,anticipate,～を予想する
1701,foresee,～を予知する
1702,infer,を推測する
1703,deduce,を推定する
1704,deem,ＯをＣだと思う
1705,ponder,～を熟考する
1706,assure,～に保証する
1707,assess,～を評価する
1708,concede,～を認める
1709,compromise,妥協する
1710,comprehend,～を理解する
1711,reconcile,を調和させる
1712,instill,を教える
1713,alert,油断のない
1714,cognitive,認知の
1715,intuition,直観
1716,vow,誓い
1717,nightmare,悪夢
1718,stereotype,固定観念
1719,illusion,幻想
1720,criterion,基準
1721,ideology,イデオロギー
1722,tolerate,～を大目に見る
1723,overlook,～を見落とす
1724,conceive,～を思い浮かべる
1725,misunderstand,を誤解している
1726,keen,鋭い
1727,subjective,主観的な
1728,compulsory,義務的な
1729,relieve,～を取り除く
1730,trim,～を刈り込む
1731,disposal,処分
1732,scent,香り
1733,grain,穀物
1734,wheat,小麦
1735,deforestation,森林伐採
1736,drought,干ばつ
1737,irrigation,灌漑
1738,spectacle,光景
1739,altitude,標高
1740,catastrophe,大災害
1741,wilderness,荒野
1742,decay,腐敗
1743,erosion,侵食
1744,flame,炎
1745,galaxy,銀河
1746,chill,寒気
1747,thermal,熱の
1748,fertile,肥沃な
1749,fossil,化石化した
1750,exploit,を利用する
1751,contaminate,～を汚染する
1752,erupt,噴火する
1753,roar,ほえる
1754,inhabit,～に生息している
1755,nurture,～を育てる
1756,owl,フクロウ
1757,instinct,本能
1758,prey,餌食
1759,anatomy,解剖
1760,mammal,哺乳動物
1761,predator,捕食動物
1762,hybrid,交配種
1763,skull,頭蓋骨
1764,timber,材木
1765,textile,織物
1766,fabric,布地
1767,mill,製造工場
1768,weave,～を織る
1769,competent,有能な
1770,optimistic,楽観的な
1771,patriotic,愛国的な
1772,noble,高潔な
1773,naughty,いたずらな
1774,arrogant,傲慢な
1775,vigorous,精力的な
1776,humble,控えめな
1777,eligible,資格のある
1778,courtesy,礼儀正しさ
1779,resilient,回復の早い
1780,inclined,～する傾向がある
1781,haunt,～につきまとう
1782,intent,没頭した
1783,indulge,ふける
1784,flaw,傷
1785,defect,欠陥
1786,trait,特性
1787,analogy,類似点
1788,parallel,類似
1789,indispensable,不可欠な
1790,crucial,重大な
1791,grave,重大な
1792,primary,主な
1793,vital,不可欠な
1794,integral,不可欠な
1795,profound,深い
1796,grim,厳しい
1797,fierce,激しい
1798,harsh,厳しい
1799,acute,深刻な
1800,ambiguous,曖昧な
1801,misleading,誤解を招く
1802,obscure,ぼやけた
1803,mature,成熟した
1804,neat,きちんとした
1805,decent,まともな
1806,straightforward,わかりやすい
1807,sophisticated,高度な
1808,elaborate,手の込んだ
1809,prompt,迅速な
1810,swift,素早い
1811,mighty,強力な
1812,explicit,明確な
1813,authentic,本物の
1814,wit,機知
1815,thrive,好調である
1816,dim,薄暗い
1817,gloomy,薄暗い
1818,barren,不毛な
1819,idle,何もしていない
1820,adverse,不都合な
1821,tiresome,退屈な
1822,clumsy,無器用な
1823,foul,不快な
1824,shabby,みすぼらしい
1825,outrageous,常軌を逸した
1826,absurd,ばかげた
1827,fragile,壊れやすい
1828,vulnerable,傷つきやすい
1829,static,静的な
1830,innate,先天的な
1831,exotic,外来の
1832,tame,飼い慣らされた
1833,manifest,明らかな
1834,dense,密集した
1835,transparent,透明な
1836,consistent,矛盾のない
1837,coherent,一貫している
1838,universal,普遍的な
1839,underlying,根底にある
1840,spontaneous,自然発生的な
1841,mock,模擬の
1842,collective,集団の
1843,vertical,垂直の
1844,ongoing,進行中の
1845,tender,柔らかい
1846,upright,直立して
1847,ease,簡単さ
1848,rust,さび
1849,stain,シミ
1850,rag,ぼろ切れ
1851,texture,感触
1852,preliminary,予備的な
1853,mandatory,義務的な
1854,indigenous,固有の
1855,respective,それぞれの
1856,multiply,～を増やす
1857,soar,急上昇する
1858,diminish,減少する
1859,accumulate,～を蓄積する
1860,exceed,～を越える
1861,abundant,豊富な
1862,ample,豊富な
1863,gross,総計の
1864,infinite,無限の
1865,sole,唯一の
1866,heap,山
1867,fraction,少量
1868,simultaneous,同時の
1869,medieval,中世の
1870,dawn,夜明け
1871,span,期間
1872,adolescent,思春期の若者
1873,millennium,1000年間
1874,expire,期限が切れる
1875,postpone,～を延期する
1876,periodically,定期的に
1877,array,さまざまな
1878,realm,領域
1879,domain,領域
1880,boundary,境界
1881,spectrum,範囲
1882,equip,～を装備させる
1883,transmit,～を送る
1884,endow,～を授ける
1885,inherit,～を受け継ぐ
1886,retrieve,～を回収する
1887,displace,～に取って代わる
1888,bond,きずな
1889,hospitality,もてなし
1890,certificate,証明書
1891,brochure,パンフレット
1892,outlet,コンセント
1893,accommodation,宿泊施設
1894,haven,避難所
1895,venue,開催地
1896,intersection,交差点
1897,pavement,歩道
1898,pedestrian,歩行者
1899,excursion,小旅行
1900,shipping,発送
1901,thread,糸
1902,ornament,飾り
1903,cosmetic,化粧品
1904,chamber,部屋
1905,commodity,商品
1906,dwell,住む
1907,acoustic,音響の
1908,recipe,レシピ
1909,intake,摂取
1910,precede,～に先行する
1911,phase,段階
1912,priority,優先
1913,premise,前提
1914,tomb,墓
1915,legend,伝説
1916,masterpiece,傑作
1917,ritual,儀式
1918,worship,崇拝
1919,doctrine,教義
1920,legacy,遺産
1921,sin,罪
1922,swear,誓う
1923,confess,白状する
1924,carve,～を彫る
1925,murmur,つぶやく
1926,verbal,言葉による
1927,oral,口述の
1928,eloquent,雄弁な
1929,linguistic,言語の
1930,metaphor,隠喩
1931,prose,散文
1932,narrative,語り
1933,plot,筋
1934,draft,下書き
1935,manuscript,原稿
1936,paradox,逆説
1937,slang,俗語
1938,riddle,なぞなぞ
1939,exhibit,～を展示する
1940,portray,～を描く
1941,depict,～を描く
1942,landmark,目印
1943,tease,～をからかう
1944,delight,～を喜ばせる
1945,astonish,～を驚かせる
1946,dread,～を恐れる
1947,attribute,をのせいだとする
1948,console,～を慰める
1949,arouse,～を呼び起こす
1950,distract,をそらす
1951,startle,～を驚かせる
1952,thrill,～をぞくぞくさせる
1953,humiliate,～に恥をかかせる
1954,adore,～を熱愛している
1955,utter,を発する
1956,exclaim,叫ぶ
1957,shed,を流す
1958,resent,～に憤慨する
1959,plead,懇願する
1960,yearn,切望する
1961,long,切望する
1962,immerse,を没頭させる
1963,bewilder,～を当惑させる
1964,despise,～を軽蔑する
1965,willing,嫌がらずに～する
1966,furious,激怒した
1967,intimate,親密な
1968,aesthetic,美的な
1969,conscience,良心
1970,mercy,慈悲
1971,compassion,同情
1972,impulse,衝動
1973,aspiration,熱望
1974,grief,深い悲しみ
1975,contempt,軽蔑
1976,insult,侮辱
1977,nuisance,迷惑
1978,surge,高まり
1979,incentive,励み
1980,outcome,結果
1981,factor,要因
1982,liable,～しがちだ
1983,thorough,完全な
1984,adequate,十分な
1985,overall,全体的な
1986,ultimate,究極の
1987,genuine,心からの
1988,slight,わずかな
1989,radical,根本的な
1990,trivial,ささいな
1991,potent,強力な
1992,likewise,同様に
1993,virtually,事実上
1994,abruptly,不意に
1995,deliberately,故意に
1996,exclusively,もっぱら
1997,hence,だから
1998,namely,すなわち
1999,allegedly,伝えられるところによると
2000,whereas,～だが一方
2001,roam,歩き回る
2002,stroll,散策する
2003,circulate,循環する
2004,wane,衰える
2005,deteriorate,悪化する
2006,plunge,突っ込む
2007,backfire,裏目に出る
2008,cram,詰め込み勉強をする
2009,speculate,推測する
2010,evaporate,蒸発する
2011,vomit,吐く
2012,frown,眉をひそめる
2013,hatch,かえる
2014,cling,固執する
2015,adhere,忠実に従う
2016,collaborate,共同して働く
2017,lag,遅れる
2018,cater,料理を提供する
2019,flush,紅潮する
2020,ascribe,の原因はと主張する
2021,endorse,を支持する
2022,disclose,～を公表する
2023,improvise,～を即興で作る
2024,transplant,を移植する
2025,encompass,～を含む
2026,forge,を築く
2027,entangle,～に絡まる
2028,entail,～を伴う
2029,herald,～の先触れをする
2030,surpass,～を上回る
2031,transcend,を超える
2032,flatter,～にお世辞を言う
2033,enact,を制定する
2034,amend,を修正する
2035,kidnap,～を誘拐する
2036,smuggle,～を密輸する
2037,convict,～に有罪判決を下す
2038,hinder,～を妨げる
2039,inflict,を与える
2040,alleviate,を軽減する
2041,eradicate,～を根絶する
2042,expel,～を追放する
2043,omit,～を省く
2044,discard,を捨てる
2045,curb,～を抑制する
2046,restrain,～を抑制する
2047,inhibit,～を抑制する
2048,hamper,を妨げる
2049,lure,～を誘い込む
2050,reassure,～を安心させる
2051,dictate,～を書き取らせる
2052,provoke,を引き起こす
2053,refine,～を洗練させる
2054,enlighten,～を啓蒙する
2055,unleash,を爆発させる
2056,prolong,を長引かせる
2057,mitigate,～を緩和する
2058,grind,を挽く
2059,withstand,～に耐える
2060,exert,を働かせる
2061,summon,～を呼ぶ
2062,thrust,～を強く押しつける
2063,pierce,～を突き刺す
2064,harness,を利用する
2065,excavate,～を発掘する
2066,evade,～を逃れる
2067,embody,～を具体化する
2068,assimilate,を吸収する
2069,discern,～を見分ける
2070,scrutinize,～を詳細に調べる
2071,streamline,～を合理化する
2072,mentor,～を指導する
2073,contemplate,～を熟考する
2074,conjecture,～を推測する
2075,presume,～と推定する
2076,gauge,～を判断する
2077,verify,を確かめる
2078,pledge,～を誓う
2079,dismay,～を狼狽させる
2080,lament,～を深く悲しむ
2081,perplex,～を困惑させる
2082,disgust,～に嫌悪を抱かせる
2083,evoke,～を呼び起こす
2084,harbor,を心に抱く
2085,friction,摩擦
2086,mutation,突然変異
2087,heredity,遺伝
2088,synthesis,合成
2089,veterinarian,獣医
2090,epidemic,流行
2091,obesity,肥満
2092,neuron,ニューロン
2093,dementia,認知症
2094,diabetes,糖尿病
2095,placebo,偽薬
2096,malnutrition,栄養失調
2097,dehydration,脱水
2098,abortion,中絶
2099,antibiotic,抗生物質
2100,psychiatry,精神科
2101,cardiologist,心臓専門医
2102,kidney,腎臓
2103,posture,姿勢
2104,metabolism,代謝
2105,famine,飢饉
2106,riot,暴動
2107,asylum,亡命
2108,workforce,労働人口
2109,prefecture,県
2110,hierarchy,階層構造
2111,autonomy,自治
2112,delegation,代表団
2113,congress,議会
2114,census,国勢調査
2115,monarch,君主
2116,monopoly,独占
2117,surplus,余剰
2118,expertise,専門的知識
2119,quota,ノルマ
2120,subordinate,部下
2121,warehouse,倉庫
2122,peasant,小作農
2123,correlation,相関
2124,asymmetry,非対称
2125,disparity,相違
2126,divergence,逸脱
2127,clash,衝突
2128,persecution,迫害
2129,genocide,大量虐殺
2130,atrocity,残虐行為
2131,bribe,賄賂
2132,culprit,犯人
2133,hostage,人質
2134,conspiracy,陰謀
2135,peril,危機
2136,pitfall,落とし穴
2137,itinerary,旅程
2138,upheaval,大変動
2139,commencement,開始
2140,threshold,始まり
2141,onset,始まり
2142,momentum,勢い
2143,deterrent,抑止するもの
2144,geometry,幾何学
2145,anthropologist,人類学者
2146,internship,実務研修
2147,paradigm,理論的枠組
2148,altruism,利他主義
2149,claustrophobia,閉所恐怖症
2150,Antarctic,南極
2151,latitude,緯度
2152,odor,臭い
2153,meadow,草地
2154,calamity,災害
2155,precipitation,降水
2156,meteor,流星
2157,asteroid,小惑星
2158,eclipse,食
2159,glacier,氷河
2160,peninsula,半島
2161,hemisphere,半球
2162,lump,かたまり
2163,cluster,集団
2164,offspring,子
2165,livestock,家畜
2166,carnivore,肉食動物
2167,vertebrate,脊椎動物
2168,primate,霊長類
2169,parasite,寄生虫
2170,cortex,皮質
2171,sibling,兄弟姉妹
2172,extrovert,外交的な人
2173,stigma,汚名
2174,plight,窮状
2175,turmoil,混乱
2176,fallacy,誤びゅう
2177,loophole,抜け穴
2178,congestion,混雑
2179,vacuum,真空
2180,digit,桁
2181,bulk,大半
2182,longevity,長寿
2183,detour,回り道
2184,sewage,下水
2185,landfill,埋め立て
2186,appliance,器具
2187,cuisine,料理
2188,beverage,飲料
2189,staple,必需食料品
2190,scenario,筋書き
2191,autograph,サイン
2192,archive,記録文書
2193,rhetoric,美辞麗句
2194,connotation,言外の意味
2195,anecdote,逸話
2196,lord,神
2197,saint,聖人
2198,prophet,預言者
2199,pilgrim,巡礼者
2200,salvation,救済
2201,artifact,人工遺物
2202,token,しるし（として)
2203,cue,合図
2204,quest,探求
2205,melancholy,憂うつ
2206,self-esteem,自尊心
2207,empathy,共感
2208,precaution,用心
2209,distress,苦しみ
2210,apprehension,不安
2211,scorn,軽蔑
2212,menace,厄介なもの
2213,sentiment,感情
2214,verge,瀬戸際
2215,plausible,もっともらしい
2216,holistic,全体的な
2217,contagious,感染の
2218,vocal,発声の
2219,sensory,感覚の
2220,numb,麻痺している
2221,physiological,生理的な
2222,bilateral,二国間の
2223,feudal,封建制の
2224,imperial,帝国の
2225,complementary,相補的な
2226,pertinent,関連のある
2227,intrinsic,固有の
2228,unprecedented,前例のない
2229,tentative,仮の
2230,drastic,抜本的な
2231,ubiquitous,偏在している
2232,pervasive,広く行き渡った
2233,exponential,指数関数的な
2234,perpetual,絶え間ない
2235,future-oriented,未来志向の
2236,intact,無傷の
2237,maternal,母の
2238,masculine,男性的な
2239,juvenile,青少年の
2240,intelligible,理解できる
2241,dairy,酪農の
2242,stray,家のない
2243,dormant,休止状態の
2244,comprehensive,包括的な
2245,edible,食用の
2246,perishable,腐りやすい
2247,naive,世間知らずの
2248,zealous,熱心な
2249,timid,臆病な
2250,delinquent,非行の
2251,sober,酔っていない
2252,obstinate,頑固な
2253,solitary,孤高の
2254,vulgar,品がない
2255,skeptical,懐疑的な
2256,accustomed,慣れている
2257,obsessed,取りつかれて
2258,preoccupied,夢中になった
2259,prone,～しがちである
2260,apt,～する傾向がある
2261,empirical,経験による
2262,susceptible,影響を受けやすい
2263,pivotal,極めて重要な
2264,fabulous,とても素敵な
2265,splendid,素晴らしい
2266,intriguing,興味深い
2267,ingenious,独創的な
2268,affluent,裕福な
2269,renowned,有名な
2270,eminent,著名な
2271,conspicuous,目立つ
2272,adept,熟練した
2273,proficient,熟達した
2274,immense,莫大な
2275,unanimous,満場一致の
2276,reckless,無謀な
2277,futile,無駄な
2278,brutal,残忍な
2279,ominous,不吉な
2280,detrimental,有害な
2281,wicked,邪悪な
2282,cynical,冷笑的な
2283,savage,容赦ない
2284,arbitrary,独断的な
2285,monotonous,単調な
2286,crude,粗末な
2287,extravagant,法外な
2288,obsolete,廃れた
2289,devoid,欠いている
2290,scarce,乏しい
2291,solemn,厳粛な
2292,rigid,硬い
2293,robust,がっしりした
2294,tangible,触れられる
2295,superficial,表面的な
2296,spatial,空間の
2297,hollow,空洞の
2298,homogeneous,均質の
2299,feasible,実現可能な
2300,viable,実行可能な

